ticks,road-section,number-of-cars,mean-speed
22,32,5,0.2394
22,34,3,0.32999999999999996
22,45,7,0.8125714285714285
22,22,1,0.594
22,75,4,0.2745
22,49,7,0.3844285714285714
22,12,3,0.066
22,89,2,0.945
22,16,5,0.3996
22,39,6,0.04950000000000001
22,6,1,0.9
22,51,3,0.09900000000000002
22,20,5,0.43920000000000003
22,3,4,0.29925
22,67,1,0.9
22,73,1,0.9899999999999999
22,35,8,0.2745
22,27,4,0.02475
22,7,2,0.747
22,64,1,0.9899999999999999
22,5,2,0.396
23,1,8,0.52425
23,44,3,0.465
23,9,3,0.765
23,8,6,0
23,47,6,0.3495
23,50,4,0.873
23,97,2,0.747
23,17,4,0.74925
23,60,6,0.399
23,29,3,0.333
23,41,4,0.74925
23,2,3,0.23099999999999998
23,69,1,0.693
23,18,4,0.423
23,76,4,0.225
23,13,2,0.4995
23,78,6,0.1155
23,11,4,0.099
23,40,2,0.198
23,26,2,0.3465
23,58,4,0
23,21,2,0.7965
23,56,5,0.39780000000000004
23,57,2,0.693
23,82,4,0.22274999999999998
23,30,1,0.999
23,43,2,0.099
23,15,1,0.999
23,4,2,0.8955
23,54,8,0.23625
23,38,1,0.693
23,59,6,0.165
23,79,1,0.693
23,23,8,0.136125
23,19,6,0.3315000000000001
23,0,2,0.396
23,32,5,0.2592
23,34,3,0.3
23,45,7,0.6428571428571429
23,22,1,0.693
23,75,4,0.12375000000000003
23,49,7,0.3844285714285714
23,12,3,0.132
23,89,2,0.9495
23,16,5,0.43920000000000003
23,39,6,0.066
23,6,1,0.999
23,51,3,0.16500000000000004
23,20,5,0.43920000000000003
23,3,4,0.324
23,67,1,0.999
23,73,1,0.9
23,35,8,0.162
23,27,4,0.0495
23,7,1,0.594
23,64,1,0.9
23,5,2,0.495
24,1,8,0.48712500000000003
24,44,4,0.522
24,9,3,0.864
24,8,6,0
24,47,6,0.2325
24,50,4,0.648
24,97,1,0.594
24,17,4,0.45
24,60,5,0.2592
24,29,3,0.3
24,41,4,0.675
24,2,3,0.26399999999999996
24,69,1,0.7919999999999999
24,18,4,0.423
24,76,3,0.333
24,13,2,0.45
24,78,6,0.09899999999999999
24,11,4,0.14850000000000002
24,40,2,0.29700000000000004
24,26,2,0.39599999999999996
24,58,4,0
24,21,2,0.7965
24,56,5,0.43739999999999996
24,57,3,0.5279999999999999
24,82,4,0.24749999999999997
24,30,1,0.9
24,43,2,0.14850000000000002
24,15,1,0.9
24,4,2,0.8955
24,54,8,0.07425000000000001
24,38,1,0.7919999999999999
24,59,6,0.2145
24,79,1,0.7919999999999999
24,23,8,0.18562499999999998
24,19,6,0.414
24,0,3,0.297
24,32,5,0.3186
24,34,4,0.3735
24,45,7,0.5425714285714286
24,22,1,0.7919999999999999
24,75,4,0.17325000000000002
24,49,7,0.24171428571428571
24,12,3,0.231
24,89,2,0.9495
24,16,4,0.52425
24,39,6,0.132
24,6,1,0.9
24,51,3,0.264
24,20,5,0.5382
24,3,4,0.39825
24,73,1,0.999
24,35,8,0.199125
24,27,4,0.099
24,7,1,0.693
24,64,1,0.999
24,5,3,0.26399999999999996
25,1,8,0.52425
25,44,3,0.597
25,9,3,0.831
25,8,6,0.0165
25,47,6,0.216
25,50,4,0.67275
25,97,1,0.693
25,17,4,0.24975
25,60,5,0.279
25,29,3,0.333
25,41,4,0.4995
25,2,3,0.297
25,69,1,0.8909999999999999
25,18,4,0.4725
25,76,3,0.333
25,13,2,0.4995
25,78,6,0.11549999999999999
25,11,4,0.22275
25,40,2,0.4455
25,26,2,0.44549999999999995
25,58,5,0.11879999999999999
25,21,2,0.8955
25,56,5,0.5364
25,57,3,0.6269999999999999
25,82,5,0
25,43,2,0
25,4,2,0.9944999999999999
25,54,8,0.111375
25,38,1,0.8909999999999999
25,59,6,0.28049999999999997
25,79,1,0.8909999999999999
25,23,7,0.18385714285714286
25,19,5,0.4572
25,0,9,0.5070000000000001
25,32,4,0.324
25,34,4,0.3735
25,45,7,0.5425714285714286
25,22,1,0.8909999999999999
25,75,4,0.22275000000000003
25,49,7,0.26999999999999996
25,12,3,0.33
25,89,1,0.999
25,16,4,0.57375
25,39,6,0.18150000000000002
25,6,1,0.999
25,51,3,0.363
25,20,4,0.5985
25,3,3,0.432
25,73,2,0
25,35,8,0.22387500000000002
25,27,4,0.17325000000000002
25,7,1,0.7919999999999999
25,64,1,0.9
25,5,3,0.32999999999999996
26,1,8,0.42412500000000003
26,44,3,0.6960000000000001
26,9,3,0.93
26,8,6,0.033
26,47,6,0.315
26,50,4,0.6975
26,97,1,0.7919999999999999
26,17,4,0.225
26,60,5,0.35819999999999996
26,29,4,0.3735
26,41,4,0.225
26,2,4,0.39599999999999996
26,69,1,0.9899999999999999
26,18,4,0.4725
26,76,3,0.432
26,13,3,0.465
26,78,6,0.1485
26,11,3,0.19800000000000004
26,40,1,0.396
26,26,2,0.49499999999999994
26,58,5,0.1386
26,21,2,0.8955
26,56,4,0.39599999999999996
26,57,3,0.6629999999999999
26,82,5,0.0198
26,30,1,0.594
26,43,2,0.0495
26,4,1,0.9
26,54,8,0.07425000000000001
26,38,1,0.9899999999999999
26,59,5,0.31679999999999997
26,79,1,0.9899999999999999
26,23,7,0.2687142857142857
26,19,5,0.5562
26,0,11,0.5670000000000001
26,32,4,0.42300000000000004
26,34,4,0.423
26,45,7,0.5425714285714286
26,22,2,0.7919999999999999
26,75,3,0.231
26,86,1,0.9
26,49,7,0.26999999999999996
26,12,2,0.34650000000000003
26,89,1,0.9
26,16,4,0.5737500000000001
26,39,6,0.19800000000000004
26,6,1,0.9
26,51,3,0.231
26,20,4,0.6232500000000001
26,3,3,0.531
26,73,2,0.0495
26,35,7,0.22757142857142856
26,27,4,0.297
26,7,1,0.8909999999999999
26,64,1,0.999
26,5,3,0.39599999999999996
27,1,9,0.43200000000000005
27,44,3,0.729
27,9,3,0.8969999999999999
27,8,6,0.13199999999999998
27,47,5,0.378
27,50,5,0.7163999999999999
27,97,1,0.8909999999999999
27,17,4,0.24975
27,60,5,0.4176
27,29,4,0.423
27,41,4,0.24975
27,2,4,0.39825
27,69,2,0.7965
27,18,4,0.47475
27,76,3,0.36600000000000005
27,13,3,0.531
27,78,6,0.16499999999999998
27,11,3,0.297
27,40,1,0.495
27,26,2,0.45
27,58,5,0.15839999999999999
27,21,3,0.7949999999999999
27,56,4,0.495
27,57,3,0.762
27,82,5,0.0396
27,30,1,0.693
27,43,2,0.14850000000000002
27,4,1,0.999
27,54,8,0.111375
27,38,1,0.9
27,59,5,0.3762
27,79,1,0.9
27,23,7,0.3111428571428571
27,19,5,0.3168
27,0,4,0.495
27,32,4,0.27225
27,34,4,0.423
27,45,8,0.424125
27,22,2,0.7965
27,75,3,0.297
27,86,1,0.999
27,49,7,0.2712857142857143
27,12,2,0.4455
27,89,1,0.693
27,16,4,0.648
27,39,6,0.16500000000000004
27,6,1,0.999
27,51,3,0.33
27,20,5,0.657
27,3,3,0.297
27,73,2,0.099
27,35,7,0.14142857142857143
27,27,4,0.396
27,7,1,0.9899999999999999
27,64,2,0.7965
27,5,4,0.29925
28,1,9,0.31
28,44,2,0.945
28,9,3,0.996
28,8,6,0.1815
28,47,5,0.3384
28,50,5,0.7182
28,97,1,0.9899999999999999
28,17,4,0.225
28,60,5,0.5166
28,29,4,0.423
28,41,4,0.225
28,2,4,0.44775
28,69,2,0.8955
28,18,4,0.47475
28,76,3,0.432
28,13,3,0.531
28,78,6,0.15
28,11,3,0.39599999999999996
28,40,1,0.594
28,26,2,0.4995
28,58,5,0.17819999999999997
28,21,2,0.6975
28,56,4,0.54675
28,57,3,0.432
28,82,5,0.05940000000000001
28,30,1,0.7919999999999999
28,43,2,0.198
28,4,1,0.9
28,54,8,0.07425000000000001
28,38,1,0.999
28,59,5,0.43740000000000007
28,79,1,0.999
28,23,7,0.198
28,19,5,0.35819999999999996
28,0,5,0.47519999999999996
28,32,4,0.34650000000000003
28,34,4,0.4725
28,45,8,0.311625
28,22,2,0.8955
28,75,3,0.39599999999999996
28,86,1,0.9
28,49,7,0.2712857142857143
28,12,2,0.5445
28,89,1,0.7919999999999999
28,16,3,0.765
28,39,6,0.24749999999999997
28,6,1,0
28,51,3,0.429
28,20,5,0.6174
28,3,3,0.3960000000000001
28,73,2,0.14850000000000002
28,35,8,0.25987499999999997
28,27,4,0.4455
28,7,1,0.9
28,64,2,0.8955
28,5,4,0.17325000000000002
29,1,9,0.365
29,44,2,0.945
29,9,3,0.9
29,8,6,0.231
29,47,5,0.2592
29,50,5,0.7578
29,97,1,0.9
29,17,4,0
29,60,4,0.522
29,29,4,0.4725
29,41,4,0.24975
29,2,4,0.44775
29,69,2,0.8955
29,18,4,0.47475
29,76,3,0.3
29,13,3,0.597
29,78,6,0.1665
29,11,3,0.528
29,26,2,0.45
29,58,5,0.19799999999999998
29,21,2,0.7965
29,56,3,0.597
29,57,3,0.165
29,82,5,0.0792
29,30,1,0.8909999999999999
29,43,1,0.198
29,15,1,0.594
29,4,1,0.999
29,54,8,0.099
29,38,1,0.9
29,59,4,0.47250000000000003
29,79,1,0.9
29,23,6,0.2145
29,19,5,0.3186
29,0,13,0.6549230769230767
29,32,4,0.42074999999999996
29,34,4,0.4725
29,45,8,0.34875
29,22,2,0.8955
29,75,2,0.396
29,86,1,0.999
29,49,8,0.311625
29,12,1,0.495
29,55,1,0
29,89,1,0.8909999999999999
29,16,3,0.798
29,39,6,0.297
29,6,1,0
29,51,2,0.4455
29,20,5,0.6768
29,3,2,0.396
29,73,2,0.198
29,35,8,0.210375
29,27,3,0.49499999999999994
29,7,1,0.495
29,64,2,0.8955
29,5,4,0.198
30,1,9,0.365
30,44,2,0.9495
30,9,3,0.666
30,8,6,0.297
30,47,5,0.3186
30,50,5,0.558
30,97,2,0.8955
30,17,4,0
30,60,4,0.621
30,29,4,0.4725
30,41,4,0.225
30,2,4,0.49724999999999997
30,69,2,0.9944999999999999
30,18,4,0.47475
30,76,4,0.47250000000000003
30,13,3,0.597
30,78,7,0.21342857142857144
30,11,3,0.6269999999999999
30,26,2,0.4995
30,58,5,0.18
30,21,2,0.7965
30,56,3,0.63
30,57,4,0.39825
30,82,5,0.099
30,30,1,0.9899999999999999
30,43,2,0.5445
30,15,1,0.693
30,4,2,0.846
30,54,8,0.0495
30,38,1,0.7919999999999999
30,59,5,0.5957999999999999
30,79,2,0.8955
30,23,7,0.3535714285714286
30,19,6,0.43049999999999994
30,0,3,0.693
30,32,3,0.429
30,34,5,0.5184
30,45,8,0.336375
30,22,2,0.9944999999999999
30,75,2,0.495
30,86,1,0.9
30,49,8,0.324
30,12,1,0.594
30,55,1,0.099
30,89,1,0.9899999999999999
30,16,3,0.831
30,39,6,0.165
30,6,1,0
30,51,2,0.5445
30,20,5,0.6372
30,3,2,0.495
30,73,2,0.2475
30,35,8,0.19799999999999998
30,27,3,0.594
30,7,1,0.594
30,64,2,0.9944999999999999
30,5,4,0.27225
31,1,9,0.377
31,44,3,0.831
31,9,3,0.6
31,8,6,0.29850000000000004
31,47,5,0.07920000000000002
31,50,5,0.5796
31,97,1,0.8909999999999999
31,17,4,0
31,60,4,0.47250000000000003
31,29,4,0.47475
31,41,4,0.24975
31,2,4,0.45
31,69,2,0.9
31,18,5,0.558
31,76,4,0.522
31,13,3,0.6629999999999999
31,78,7,0.24171428571428571
31,11,3,0.693
31,26,2,0.45
31,58,5,0.1998
31,21,2,0.8955
31,56,3,0.729
31,57,4,0.39825
31,82,5,0.11879999999999999
31,30,1,0.9
31,43,2,0.6435
31,15,1,0.7919999999999999
31,4,2,0.945
31,54,8,0.061875
31,38,1,0.8909999999999999
31,14,1,0
31,59,5,0.6948000000000001
31,79,2,0.8955
31,23,7,0.4101428571428571
31,19,6,0.414
31,0,1,0.693
31,32,3,0.528
31,34,5,0.5382
31,45,8,0.3735
31,22,2,0.9
31,75,2,0.594
31,86,1,0.999
31,49,8,0.2115
31,12,1,0.693
31,55,1,0.198
31,89,1,0.9
31,16,3,0.762
31,39,6,0.1665
31,6,1,0
31,51,2,0.2475
31,20,5,0.6588
31,3,2,0.594
31,73,2,0.297
31,35,8,0.27225
31,27,3,0.63
31,7,1,0.693
31,64,2,0.9
31,5,4,0.32175
32,1,9,0.34400000000000003
32,44,2,0.7965
32,9,3,0.666
32,8,5,0.35819999999999996
32,47,5,0.15840000000000004
32,50,5,0.5598
32,97,1,0.9899999999999999
32,17,4,0
32,60,4,0.396
32,29,4,0.24975
32,41,4,0.225
32,2,4,0.4995
32,69,2,0.999
32,18,5,0.5778
32,76,4,0.621
32,13,4,0.648
32,78,7,0.24171428571428571
32,11,2,0.7919999999999999
32,26,2,0.4995
32,58,5,0.18
32,21,2,0.8955
32,56,3,0.498
32,57,4,0.44775
32,82,5,0.1386
32,30,1,0.999
32,43,2,0.7424999999999999
32,15,1,0.8909999999999999
32,4,2,0.945
32,54,8,0
32,38,1,0.9899999999999999
32,14,1,0.099
32,59,4,0.6975
32,79,2,0.9944999999999999
32,23,6,0.4455
32,19,6,0.3960000000000001
32,0,9,0.7599999999999999
32,32,2,0.5445
32,34,5,0.558
32,45,8,0.3375
32,22,2,0.999
32,75,2,0.693
32,86,1,0.9
32,49,8,0.23625
32,55,1,0.29700000000000004
32,89,1,0.999
32,16,3,0.6629999999999999
32,39,6,0.2325
32,6,1,0
32,51,2,0.3465
32,20,4,0.34875
32,3,1,0.594
32,73,2,0.3465
32,35,8,0.33525
32,27,3,0.729
32,7,1,0.7919999999999999
32,64,2,0.999
32,5,4,0.37124999999999997
33,1,10,0.2484
33,44,2,0.8955
33,9,3,0.6
33,8,5,0.378
33,47,5,0.1386
33,50,5,0.5796
33,97,1,0.9
33,17,4,0
33,60,4,0.297
33,29,5,0.36
33,41,4,0.24975
33,2,5,0.5382
33,69,2,0.9
33,18,5,0.36
33,76,3,0.432
33,13,4,0.72225
33,78,7,0.26999999999999996
33,11,2,0.7965
33,26,2,0.45
33,58,5,0.1998
33,21,2,0.9944999999999999
33,56,3,0.333
33,57,4,0.44775
33,82,5,0
33,30,1,0.9
33,43,1,0.9
33,15,1,0.9899999999999999
33,4,2,0.9495
33,54,8,0
33,38,1,0.9
33,14,1,0.198
33,59,4,0.7965
33,79,2,0.9
33,23,6,0.5444999999999999
33,19,5,0.47700000000000004
33,0,8,0.606375
33,32,2,0.6435
33,34,5,0.5778
33,45,8,0.349875
33,22,3,0.93
33,75,1,0.693
33,49,8,0.23625
33,55,2,0.648
33,89,2,0.8955
33,16,4,0.67275
33,39,6,0.216
33,6,2,0.3465
33,51,2,0.4455
33,20,4,0.37350000000000005
33,3,1,0.693
33,73,3,0.26399999999999996
33,35,7,0.32657142857142857
33,27,2,0.747
33,7,1,0.8909999999999999
33,64,1,0.9
33,5,4,0.42074999999999996
34,1,10,0.2484
34,44,2,0.8955
34,9,3,0.666
34,8,6,0.447
34,47,5,0.198
34,50,5,0.5598
34,97,1,0.999
34,17,4,0
34,60,4,0.32175
34,29,5,0.3996
34,41,5,0.1386
34,2,5,0.5976
34,69,2,0.999
34,18,5,0.3996
34,76,3,0.531
34,13,4,0.6975
34,78,7,0.26999999999999996
34,11,2,0.8955
34,26,2,0.4995
34,58,5,0.18
34,21,2,0.9
34,56,3,0.333
34,57,4,0.44549999999999995
34,82,5,0
34,30,1,0.999
34,43,1,0.999
34,15,1,0.9
34,4,1,0.999
34,54,8,0
34,38,1,0.999
34,14,1,0.29700000000000004
34,59,4,0.6705
34,79,2,0.999
34,23,6,0.4635
34,19,5,0.4572
34,0,4,0.4455
34,32,2,0.7424999999999999
34,34,5,0.5598
34,45,7,0
34,22,3,0.996
34,75,1,0.7919999999999999
34,49,8,0.237375
34,55,2,0.4455
34,89,2,0.9944999999999999
34,16,4,0.522
34,39,6,0.282
34,6,2,0.39599999999999996
34,51,2,0.5445
34,20,4,0.3735
34,3,1,0.7919999999999999
34,73,3,0.32999999999999996
34,35,8,0.284625
34,27,3,0.894
34,7,1,0.9899999999999999
34,64,2,0.7965
34,5,4,0.47024999999999995
35,1,10,0.18
35,44,2,0.9944999999999999
35,9,3,0.6
35,8,6,0.3825
35,47,4,0.04950000000000003
35,50,5,0.5796
35,97,1,0.9
35,17,4,0
35,60,4,0.22275
35,29,5,0.36
35,41,5,0.15839999999999999
35,2,5,0.54
35,69,2,0.9
35,18,5,0.36
35,76,3,0.399
35,13,4,0.7245
35,78,7,0.2712857142857143
35,11,1,0.9
35,40,1,0
35,26,2,0.45
35,58,5,0.1998
35,21,3,0.864
35,56,3,0.399
35,57,4,0.22274999999999998
35,82,5,0
35,30,1,0
35,43,1,0.9
35,15,1,0.999
35,4,1,0.9
35,54,8,0
35,38,1,0.9
35,14,1,0.396
35,59,4,0.54675
35,79,2,0.9
35,23,6,0.5295
35,19,5,0.378
35,0,7,0.6788571428571428
35,32,1,0.7919999999999999
35,34,5,0.5796
35,45,8,0.07425
35,22,3,0.9
35,49,8,0.237375
35,55,2,0.5445
35,89,1,0.9
35,16,4,0.52425
35,39,6,0.33149999999999996
35,6,2,0.44549999999999995
35,51,1,0.8909999999999999
35,20,5,0.2988
35,73,3,0.39599999999999996
35,35,8,0.32175000000000004
35,27,3,0.6
35,7,1,0.9
35,64,2,0.7965
35,5,4,0
36,1,10,0.1998
36,44,2,0.9
36,9,3,0.333
36,8,6,0.315
36,47,4,0.14850000000000002
36,50,5,0.3798
36,97,2,0.9944999999999999
36,17,4,0
36,60,4,0.198
36,29,5,0.3996
36,41,5,0.17819999999999997
36,2,5,0.5993999999999999
36,69,2,0.999
36,18,5,0.3996
36,76,3,0.333
36,13,4,0.69975
36,78,7,0.2712857142857143
36,11,1,0.999
36,40,1,0.099
36,26,2,0.4995
36,58,5,0.18
36,21,3,0.531
36,56,3,0.19800000000000004
36,57,4,0
36,82,5,0
36,30,1,0.099
36,43,1,0.999
36,15,1,0.9
36,4,2,0.9944999999999999
36,54,8,0
36,38,1,0.999
36,14,1,0.495
36,59,4,0.59625
36,79,2,0.999
36,23,6,0.579
36,19,5,0.43740000000000007
36,0,4,0.47025000000000006
36,32,1,0.8909999999999999
36,34,5,0.5598
36,45,8,0.086625
36,22,3,0.999
36,49,8,0.237375
36,55,2,0.594
36,89,1,0.999
36,16,5,0.6965999999999999
36,39,5,0.13860000000000003
36,6,2,0.49499999999999994
36,51,1,0.9899999999999999
36,20,5,0.35819999999999996
36,73,3,0.399
36,35,8,0.372375
36,27,4,0.747
36,7,1,0.999
36,64,2,0.8955
36,5,4,0
37,1,10,0.1899
37,44,2,0.999
37,9,3,0.333
37,8,6,0.3645
37,47,4,0.12375000000000003
37,50,5,0.3996
37,97,2,0.9
37,17,4,0.02475
37,60,4,0.22275000000000003
37,29,5,0.36
37,41,5,0.2178
37,2,5,0.5598000000000001
37,69,2,0.9
37,18,5,0.3798
37,76,3,0.333
37,13,4,0.74925
37,78,7,0.2854285714285714
37,11,1,0.9
37,40,1,0.198
37,26,2,0.45
37,58,5,0.21960000000000002
37,21,2,0.8955
37,56,2,0.04950000000000003
37,57,4,0
37,82,5,0
37,30,1,0.198
37,43,2,0.747
37,15,1,0.999
37,4,2,0.9
37,54,8,0
37,38,1,0.9
37,14,1,0.594
37,59,5,0.4968
37,79,1,0.9
37,23,6,0.49649999999999994
37,19,4,0.39825
37,0,8,0.42187499999999994
37,32,1,0.8909999999999999
37,34,5,0.4194
37,45,8,0.11137499999999999
37,22,3,0.9
37,49,8,0.199125
37,55,2,0.693
37,89,1,0.9
37,16,4,0.74925
37,39,5,0.17820000000000003
37,6,1,0.9
37,51,1,0.801
37,20,5,0.378
37,73,4,0.12375
37,35,8,0.3228750000000001
37,27,4,0.69975
37,64,2,0.8955
37,5,4,0.02475
38,1,10,0.21960000000000002
38,44,2,0.9
38,9,3,0.399
38,8,6,0.34800000000000003
38,47,4,0.198
38,50,5,0.4194
38,97,1,0.999
38,17,5,0.1782
38,60,4,0.22275000000000003
38,29,5,0.3996
38,41,5,0.21960000000000002
38,2,5,0.639
38,69,2,0.999
38,18,5,0.43920000000000003
38,76,3,0.399
38,13,4,0.74925
38,78,8,0.223875
38,11,1,0.999
38,40,1,0.29700000000000004
38,26,3,0.666
38,58,5,0.21960000000000002
38,21,2,0.8955
38,56,2,0.04950000000000003
38,57,5,0
38,82,5,0
38,30,1,0
38,43,2,0.846
38,15,1,0.9
38,4,2,0.999
38,54,8,0
38,14,1,0.693
38,59,5,0.3978
38,79,1,0.999
38,23,6,0.4785
38,19,4,0.47250000000000003
38,0,8,0.33412500000000006
38,32,1,0
38,34,5,0.39960000000000007
38,45,7,0.12728571428571428
38,22,3,0.999
38,49,8,0.199125
38,55,2,0.7919999999999999
38,89,1,0.999
38,16,4,0.74925
38,39,5,0.07920000000000002
38,6,1,0.999
38,20,5,0.4572
38,73,3,0.297
38,35,8,0.261
38,27,4,0.7987500000000001
38,64,2,0.9944999999999999
38,5,5,0.0396
39,1,10,0.21960000000000002
39,44,2,0.9495
39,9,3,0.4320000000000001
39,8,5,0.2592
39,47,4,0.17325000000000002
39,50,7,0.48342857142857143
39,97,1,0.9
39,17,4,0.19799999999999998
39,60,4,0.198
39,29,5,0.3798
39,41,5,0.279
39,2,5,0.5993999999999999
39,69,2,0.9
39,18,5,0.43920000000000003
39,76,3,0.333
39,13,4,0.873
39,78,7,0.22757142857142856
39,11,1,0.9
39,40,1,0.396
39,26,3,0.666
39,58,4,0.24975
39,21,2,0.9944999999999999
39,56,2,0.04950000000000003
39,57,5,0.0198
39,82,5,0
39,30,1,0.099
39,43,2,0.846
39,15,1,0.999
39,4,2,0.9
39,54,8,0
39,14,1,0.7919999999999999
39,59,4,0.4725
39,79,1,0.9
39,23,7,0.42428571428571427
39,19,4,0.522
39,0,11,0.30600000000000005
39,32,1,0.099
39,34,4,0.4995
39,45,7,0.1414285714285714
39,22,2,0.9
39,49,8,0.223875
39,55,2,0.8909999999999999
39,89,1,0.9
39,16,4,0.675
39,39,5,0.13860000000000003
39,6,1,0.9
39,20,5,0.43739999999999996
39,73,3,0.33
39,35,8,0.23512500000000003
39,27,4,0.7492500000000001
39,64,2,0.9
39,5,5,0.09900000000000002
40,1,9,0.12200000000000001
40,44,1,0.9
40,9,2,0.549
40,8,5,0.2988
40,47,4,0.12375000000000001
40,50,6,0.5475
40,97,1,0.999
40,17,4,0.22274999999999998
40,60,4,0.17325
40,29,5,0.43920000000000003
40,41,4,0.22500000000000003
40,2,4,0.74925
40,69,2,0.999
40,18,4,0.24975000000000003
40,76,3,0.399
40,13,4,0.8482500000000001
40,78,7,0.25585714285714284
40,11,1,0.999
40,40,1,0.495
40,26,3,0.699
40,58,4,0.225
40,21,2,0.9
40,56,2,0.04950000000000003
40,57,5,0.05940000000000001
40,82,6,0
40,30,1,0.198
40,43,2,0.945
40,15,1,0.9
40,4,2,0.999
40,54,8,0.012375
40,14,1,0.8909999999999999
40,59,4,0.4725
40,79,1,0.999
40,23,8,0.358875
40,19,4,0.522
40,0,18,0.39049999999999996
40,32,1,0.198
40,34,4,0.45
40,45,7,0.1285714285714286
40,22,2,0.999
40,49,8,0.223875
40,55,2,0.846
40,16,4,0.74925
40,39,5,0.23760000000000003
40,6,1,0.999
40,20,5,0.18000000000000002
40,3,1,0.9
40,73,3,0.39599999999999996
40,35,8,0.16087500000000002
40,27,3,0.999
40,64,1,0.999
40,5,4,0.04950000000000002
41,1,9,0.133
41,44,2,0.747
41,9,2,0.549
41,8,5,0.3186
41,47,4,0.099
41,50,6,0.414
41,97,1,0.9
41,17,4,0.27225
41,60,4,0.17325
41,29,4,0.47475
41,41,4,0.29925
41,2,4,0.47475
41,69,2,0.9
41,18,4,0.24975000000000003
41,76,3,0.3
41,13,3,0.8969999999999999
41,78,7,0.26999999999999996
41,11,1,0.9
41,40,1,0.594
41,26,3,0.7320000000000001
41,58,4,0.2745
41,21,3,0.831
41,56,2,0.09900000000000003
41,57,4,0.07425000000000001
41,82,5,0.0198
41,43,2,0.945
41,15,1,0.999
41,4,2,0.9
41,54,9,0.07700000000000001
41,14,1,0.9899999999999999
41,59,4,0.32175
41,79,2,0.6975
41,23,8,0.42074999999999996
41,19,4,0.19800000000000004
41,0,13,0.45000000000000007
41,32,1,0
41,34,4,0.52425
41,45,7,0.15685714285714286
41,22,3,0.765
41,49,8,0.261
41,55,2,0.35100000000000003
41,89,2,0.4455
41,16,4,0.675
41,39,5,0.1386
41,6,2,0.747
41,20,5,0.1998
41,3,1,0.999
41,73,4,0.4455
41,35,8,0.13612500000000002
41,27,3,0.9
41,64,2,0.6975
41,5,4,0.09900000000000002
42,1,10,0.21870000000000003
42,44,2,0.747
42,9,2,0.648
42,8,5,0.2394
42,47,5,0.11879999999999999
42,50,6,0.48000000000000004
42,97,1,0.999
42,17,4,0.2745
42,60,4,0.19799999999999998
42,29,5,0.5382
42,41,5,0.49860000000000004
42,2,5,0.558
42,69,2,0.999
42,18,4,0.324
42,76,3,0.333
42,13,3,0.93
42,78,7,0.3124285714285714
42,11,1,0.999
42,40,1,0.693
42,26,2,0.9495
42,58,4,0.2745
42,21,3,0.798
42,56,2,0.049500000000000016
42,57,4,0.12375
42,82,5,0.05940000000000001
42,43,2,0.9495
42,15,1,0.9
42,4,2,0.999
42,54,8,0.086625
42,38,1,0.594
42,14,1,0.9
42,59,4,0.2745
42,79,2,0.7965
42,23,8,0.21037499999999998
42,19,4,0.198
42,0,5,0.3168
42,32,1,0
42,34,4,0.4995
42,45,7,0.171
42,22,3,0.864
42,86,1,0.594
42,49,8,0.262125
42,55,2,0
42,89,2,0.5445
42,16,4,0.74925
42,39,5,0.09900000000000002
42,6,2,0.846
42,20,6,0.249
42,3,1,0.9
42,73,4,0.5445
42,35,9,0.15400000000000003
42,27,3,0.666
42,7,1,0.594
42,64,2,0.7965
42,5,4,0.12375000000000001
43,1,10,0.21870000000000003
43,44,2,0.846
43,9,2,0.29700000000000004
43,8,5,0.0792
43,47,5,0.1386
43,50,6,0.363
43,17,4,0.34875
43,60,4,0.22274999999999998
43,29,5,0.558
43,41,5,0.4788
43,2,5,0.5778000000000001
43,69,1,0.9
43,18,4,0.29925
43,76,3,0
43,13,3,0.963
43,78,7,0.3137142857142857
43,11,1,0.9
43,40,1,0.7919999999999999
43,26,2,0.648
43,58,4,0.099
43,21,3,0.8969999999999999
43,56,2,0.09900000000000002
43,57,4,0.17325000000000002
43,82,6,0.09900000000000002
43,43,2,0.9495
43,15,1,0.999
43,4,1,0.9
43,54,8,0.111375
43,38,1,0.693
43,14,1,0.999
43,59,5,0.3582
43,79,2,0.7965
43,23,8,0.23512499999999997
43,19,4,0.099
43,0,5,0.5976
43,32,1,0
43,34,4,0.34875
43,45,7,0.21342857142857144
43,22,2,0.7965
43,86,1,0.693
43,49,8,0.18675000000000003
43,55,2,0
43,89,2,0.6435
43,16,5,0.639
43,39,5,0.1386
43,6,2,0.846
43,20,6,0.282
43,3,1,0.999
43,73,5,0.5147999999999999
43,35,9,0.143
43,27,3,0.6
43,7,1,0.693
43,64,2,0.7965
43,5,4,0.17325000000000002
44,1,10,0.2781
44,44,2,0.846
44,9,2,0.396
44,8,6,0.2655
44,47,5,0.15839999999999999
44,50,6,0.429
44,17,4,0.2745
44,60,4,0.24749999999999997
44,29,5,0.657
44,41,5,0.49860000000000004
44,2,5,0.6768
44,69,1,0.999
44,18,4,0.39825000000000005
44,76,3,0
44,13,3,0.9329999999999999
44,78,7,0.3702857142857143
44,11,1,0.999
44,40,1,0.8909999999999999
44,26,2,0.45
44,58,4,0.14850000000000002
44,21,3,0.864
44,56,2,0.14850000000000002
44,57,4,0.2475
44,82,6,0.132
44,43,2,0.9495
44,15,1,0.9
44,4,1,0.999
44,54,8,0.1485
44,38,1,0.7919999999999999
44,59,5,0.3186
44,79,2,0.8955
